Num_Acc;an;mois;jour;hrmn;lum;agg;atm;col;dep
201400025187;14;5;15;825;1;2;1;3;80
201400025188;14;5;15;1210;1;2;1;3;80
201400025191;14;5;16;1200;1;2;1;2;80
201400025192;14;5;16;1305;1;2;1;7;80
201400025193;14;5;16;1520;1;2;1;7;80
201400025194;14;5;17;1230;1;2;1;3;80
201400025195;14;5;18;1710;1;2;1;6;80
201400025196;14;5;19;1000;1;2;2;3;80
201400025197;14;5;20;1150;1;2;8;2;80
201400025198;14;5;20;1545;1;2;8;6;80
201400025199;14;5;22;410;5;2;2;7;80
201400025200;14;5;23;130;5;2;1;7;80
201400025201;14;5;23;1305;1;2;1;3;80
201400025202;14;5;23;1850;1;2;8;3;80
201400025203;14;5;23;1550;1;2;1;6;80
201400025204;14;5;25;935;1;2;1;3;80
201400025205;14;5;25;1450;1;2;8;6;80
201400025206;14;5;25;1830;1;2;1;1;80
201400025207;14;5;27;1700;1;2;8;6;80
201400025208;14;5;27;1825;1;2;1;3;80
201400025209;14;5;28;705;1;2;1;7;80
201400025210;14;5;29;120;5;2;1;7;80
201400025211;14;5;30;1845;1;2;8;1;80
201400025212;14;5;30;2105;4;2;2;3;80
201400025213;14;6;1;1610;1;2;1;3;80
201400025214;14;6;1;2000;1;2;1;2;80
201400025215;14;6;2;800;1;2;1;6;80
201400025216;14;6;2;1700;1;2;1;3;80
201400025217;14;6;4;415;4;2;1;6;80
201400025218;14;6;5;200;3;1;1;6;80
201400025220;14;6;10;2120;2;2;1;3;80
201400025221;14;6;11;1345;1;2;1;6;80
201400025222;14;6;15;100;5;2;1;3;80
201400025224;14;6;16;1430;1;2;1;2;80
201400025225;14;6;16;1725;1;2;1;3;80
201400025226;14;6;17;1015;1;2;1;3;80
201400025227;14;6;20;1255;1;2;1;2;80
201400025228;14;6;20;1450;1;2;1;2;80
201400025229;14;6;23;50;5;2;1;6;80
201400025230;14;6;23;1830;1;2;1;3;80
201400025231;14;6;27;1510;1;2;1;3;80
201400025232;14;6;24;1700;1;2;1;6;80
201400025233;14;6;24;1915;1;2;1;6;80
201400025234;14;6;25;1200;1;2;1;6;80
201400025235;14;6;25;1710;1;1;8;2;80
201400025236;14;6;26;1510;1;2;1;6;80
201400025237;14;6;26;1445;1;2;1;1;80
201400025238;14;6;26;1830;1;2;1;5;80
201400025239;14;6;26;2240;5;2;1;3;80
201400025240;14;6;27;1700;1;2;1;3;80
201400025241;14;6;27;1955;1;2;1;7;80
201400025242;14;6;30;1820;1;2;1;3;80
201400025243;14;7;1;1420;1;2;8;3;80
201400025244;14;7;2;1830;1;1;1;3;80
201400025245;14;7;3;730;1;2;1;6;80
201400025246;14;7;4;2115;5;2;1;3;80
201400025248;14;7;6;2200;3;1;8;3;80
201400025249;14;7;7;1450;1;2;8;2;80
201400025250;14;7;8;1730;1;2;1;3;80
201400025253;14;7;10;1435;1;2;1;3;80
201400025254;14;7;11;1905;1;2;1;6;80
201400025255;14;7;12;1550;1;2;1;6;80
201400025258;14;7;15;1255;1;2;1;3;80
201400025259;14;7;15;1640;1;2;1;7;80
201400025260;14;7;15;1750;1;2;1;1;80
201400025261;14;7;16;911;1;2;1;6;80
201400025262;14;7;17;1600;1;2;1;3;80
201400025263;14;7;18;1630;1;2;1;3;80
201400025264;14;7;20;1350;1;2;1;6;80
201400025265;14;7;20;1740;1;2;1;3;80
201400025266;14;7;21;1300;1;2;1;2;80
201400025267;14;7;22;1340;1;2;1;3;80
201400025268;14;7;22;1630;1;2;1;1;80
201400025270;14;7;23;1900;1;2;1;3;80
201400025271;14;7;24;1050;1;2;1;7;80
201400025272;14;7;26;950;1;2;1;3;80
201400025273;14;7;27;1830;1;2;1;1;80
201400025274;14;7;26;1950;1;2;1;3;80
201400025275;14;7;29;1920;1;2;1;3;80
201400025276;14;7;30;2150;3;1;1;4;80
201400025277;14;7;31;832;1;2;1;2;80
201400025278;14;7;31;1720;1;2;1;7;80
201400025279;14;8;1;545;2;1;1;6;80
201400025280;14;8;1;845;1;2;1;4;80
201400025281;14;8;1;1850;1;2;1;3;80
201400025282;14;8;5;940;1;2;1;3;80
201400025283;14;8;5;1635;1;2;1;2;80
201400025285;14;8;8;220;3;2;1;2;80
201400025286;14;8;8;840;1;2;1;1;80
201400025287;14;8;8;1500;1;2;1;7;80
201400025288;14;8;10;700;2;2;8;6;80
201400025289;14;8;12;1400;1;2;1;3;80
201400025290;14;8;12;1650;1;2;1;4;80
201400025291;14;8;14;540;5;2;1;7;80
201400025292;14;8;14;920;1;2;1;3;80
201400025293;14;8;14;920;1;1;1;7;80
201400025294;14;8;13;1815;1;2;1;7;80
201400025295;14;8;16;1435;1;2;1;2;80
201400025296;14;8;16;1650;1;2;1;3;80
201400025297;14;8;18;2030;2;2;1;3;80
201400025298;14;8;19;1825;1;2;1;3;80
201400025299;14;8;20;1830;1;2;1;2;80
201400025300;14;8;23;10;5;2;1;1;80
201400025301;14;8;23;1225;1;2;1;1;80
201400025302;14;8;24;1040;1;2;1;6;80
201400025303;14;8;20;1840;1;2;1;7;80
201400025304;14;8;27;1530;1;2;1;3;80
201400025305;14;8;28;855;1;2;1;2;80
201400025306;14;8;29;640;2;2;1;3;80
201400025307;14;8;29;1505;1;2;1;3;80
201400025308;14;8;29;1550;1;2;1;3;80
201400025309;14;8;29;1740;1;2;1;2;80
201400025310;14;8;29;1806;1;2;1;2;80
201400025311;14;8;31;530;5;2;1;6;80
201400025312;14;8;31;1000;1;2;1;3;80
201400025313;14;8;31;1825;1;1;1;3;80
201400025314;14;9;2;1543;1;2;1;3;80
201400025315;14;9;2;2240;5;2;1;3;80
201400025316;14;9;3;1315;1;2;1;3;80
201400025317;14;9;3;1745;1;2;1;3;80
201400025318;14;9;4;730;1;1;1;7;80
201400025319;14;9;6;610;5;2;1;1;80
201400025320;14;9;6;1050;1;2;1;3;81
201400025321;14;9;6;2000;1;2;1;3;81
201400025322;14;9;7;1545;1;2;1;3;81
201400025323;14;9;8;1425;1;2;8;7;81
201400025324;14;9;8;1935;2;2;2;7;81
201400025325;14;9;8;1940;2;2;2;7;81
201400025327;14;9;9;1820;1;2;1;2;81
201400025328;14;9;7;1500;1;2;1;6;81
201400025329;14;9;10;1040;1;2;1;7;81
201400025330;14;9;6;624;2;2;1;6;81
201400025331;14;9;10;1705;1;2;1;2;81
201400025332;14;9;10;2335;3;1;1;6;81
201400025333;14;9;11;1740;1;2;1;3;81
201400025334;14;9;11;2020;5;2;1;3;81
201400025335;14;9;12;845;1;2;1;3;81
201400025336;14;9;12;2150;5;2;1;3;81
201400025337;14;9;15;1500;1;2;1;5;81
201400025338;14;9;15;1600;1;2;1;2;81
201400025339;14;9;17;905;1;2;8;6;81
201400025340;14;9;17;927;1;2;8;3;81
201400025341;14;9;17;1130;1;2;8;6;81
201400025342;14;9;17;1240;1;2;1;4;81
201400025343;14;9;17;1430;1;2;2;6;81
201400025344;14;9;17;1900;1;2;1;3;81
201400025345;14;9;17;1700;1;2;2;3;81
201400025346;14;9;18;1725;1;2;1;6;81
201400025347;14;9;22;1415;1;2;1;5;81
201400025348;14;9;22;1335;1;2;1;3;82
201400025349;14;9;22;1455;1;2;1;6;82
201400025350;14;9;22;1625;1;2;1;2;82
201400025351;14;9;23;1745;1;2;2;2;82
201400025352;14;9;23;2150;5;2;2;6;82
201400025353;14;9;25;1520;1;2;1;3;82
201400025354;14;9;26;110;5;2;1;3;83
201400025355;14;9;27;2205;5;2;1;6;83
201400025356;14;9;27;2327;5;2;1;3;83
201400025357;14;9;28;650;4;1;1;7;83
201400025358;14;10;1;425;5;2;1;7;83
201400025359;14;9;30;1950;5;2;1;1;83
201400025360;14;10;3;1950;5;2;1;3;83
201400025361;14;10;4;1950;5;2;1;3;83
201400025362;14;10;6;1955;3;2;2;3;83
201400025363;14;10;7;910;1;2;8;7;83
201400025364;14;10;8;945;1;2;1;3;83
201400025365;14;10;8;1820;2;2;1;7;83
201400025367;14;10;11;1410;1;2;7;1;83
201400025368;14;10;11;1744;1;2;1;3;83
201400025369;14;10;12;740;2;2;8;4;83
201400025370;14;10;13;1810;1;2;1;3;83
201400025371;14;10;13;2020;5;2;1;7;83
201400025373;14;10;17;445;5;2;1;3;83
201400025374;14;10;17;1810;1;2;1;6;83
201400025377;14;10;19;1710;1;2;1;7;83
201400025378;14;10;22;20;5;2;1;3;83
201400025379;14;10;24;1230;1;2;1;6;83
201400025380;14;10;24;1030;1;2;1;3;83
201400025381;14;10;24;1415;1;2;1;3;83
201400025384;14;10;30;1400;1;2;1;6;83
201400025385;14;10;30;1530;1;2;1;6;83
201400025386;14;10;30;1615;1;2;1;3;83
201400025387;14;11;1;930;1;2;8;6;83
201400025388;14;11;1;1710;1;2;8;3;83
201400025389;14;11;4;815;1;2;8;3;83
201400025390;14;11;5;1930;5;2;1;2;83
201400025391;14;11;6;1025;1;2;7;3;83
201400025392;14;11;7;1250;1;2;1;2;83
201400025393;14;11;7;1555;1;2;1;6;83
201400025394;14;11;8;1845;3;1;1;6;83
201400025395;14;11;10;1800;5;2;1;3;83
201400025396;14;11;10;2000;5;2;2;3;83
201400025397;14;11;11;700;1;2;1;2;83
201400025398;14;11;15;145;5;2;1;6;83
201400025399;14;11;18;2140;5;2;1;3;83
201400025400;14;11;21;325;5;2;1;1;83
201400025401;14;11;22;1630;1;1;8;3;83
201400025402;14;11;20;1445;1;2;1;3;83
201400025403;14;11;26;1515;1;1;2;3;83
201400025404;14;11;27;1510;1;2;8;4;83
201400025405;14;11;30;550;5;2;8;6;83
201400025407;14;12;4;1801;5;2;1;6;83
201400025408;14;12;6;710;5;2;3;6;83
201400025409;14;12;7;1750;5;2;1;1;83
201400025410;14;12;8;1450;1;2;8;3;83
201400025411;14;12;9;1740;5;2;1;3;83
201400025412;14;12;10;1830;5;2;1;2;83
201400025413;14;12;11;1810;5;2;1;6;83
201400025414;14;12;13;1720;5;2;8;3;83
201400025415;14;12;14;110;5;2;1;1;83
201400025416;14;12;14;1455;1;1;8;4;83
201400025417;14;12;16;2315;3;1;1;3;83
201400025418;14;12;16;805;1;1;8;3;83
201400025419;14;12;16;2145;5;2;1;3;83
201400025420;14;12;18;900;1;2;1;3;83
201400025421;14;12;9;1205;1;2;1;7;83
201400025422;14;12;19;750;1;2;1;6;83
201400025423;14;12;19;1420;1;2;1;5;83
201400025424;14;12;2;1730;5;2;1;6;83
201400025425;14;12;22;1400;1;1;1;5;83
201400025427;14;12;24;1225;1;2;1;3;83
201400025428;14;12;26;1445;1;2;1;2;83
201400025429;14;12;27;2220;5;2;1;7;83
201400025431;14;1;5;2125;3;1;1;1;83
201400025432;14;1;17;1645;1;2;1;3;83
201400025434;14;2;6;1220;1;1;1;7;83
201400025436;14;2;11;1100;1;1;1;3;83
201400025441;14;2;26;1800;1;2;1;1;83
201400025447;14;4;2;20;5;2;1;7;83
201400025449;14;4;12;1915;1;1;1;3;83
201400025453;14;5;10;1030;1;2;1;7;83
201400025454;14;5;13;1320;1;2;1;7;83
201400025455;14;5;19;1715;1;2;2;5;83
201400025456;14;5;21;1410;1;2;1;3;83
201400025458;14;6;2;1315;1;2;1;4;83
201400025459;14;6;3;1315;1;1;1;1;83
201400025462;14;6;15;530;3;1;1;2;83
201400025467;14;7;21;20;3;1;1;7;83
201400025474;14;9;3;155;3;2;1;2;83
201400025480;14;10;7;2030;3;1;1;2;83
201400025487;14;1;3;1650;1;2;1;6;83
201400025488;14;12;2;1945;5;2;8;3;83
201400025489;14;1;17;1810;3;1;8;3;83
201400025490;14;1;16;715;5;2;1;3;83
201400025491;14;1;24;1625;1;2;8;6;83
201400025492;14;1;28;820;2;2;1;6;83
201400025493;14;2;1;1025;1;2;1;6;83
201400025494;14;3;21;1235;1;2;1;3;83
201400025495;14;3;31;1623;1;2;1;3;83
201400025496;14;5;31;1535;1;2;1;2;83
201400025498;14;7;11;1145;1;1;1;6;83
201400025500;14;9;1;440;5;2;1;6;83
201400025502;14;7;28;1730;1;2;1;6;83
201400025503;14;9;10;1220;1;2;1;3;83
201400025504;14;10;10;1925;2;2;1;3;83
201400025505;14;10;10;2020;5;2;1;6;83
201400025506;14;11;21;1930;5;2;1;3;83
201400025507;14;12;8;945;1;2;3;3;83
201400025508;14;6;13;2215;5;2;1;6;83
201400025509;14;12;16;1745;5;2;2;6;83
201400025510;14;12;27;1100;1;2;7;7;83
201400025511;14;1;2;1920;5;2;1;7;83
201400025512;14;1;3;1815;3;2;2;6;83
201400025515;14;1;6;945;1;2;8;3;83
201400025516;14;1;7;1000;1;2;7;6;83
201400025517;14;1;8;735;5;2;2;3;83
201400025518;14;1;8;1150;1;2;8;2;83
201400025519;14;1;8;1545;1;2;8;6;83
201400025520;14;1;8;2105;5;2;1;3;83
201400025521;14;1;9;730;3;2;1;2;83
201400025522;14;1;9;1210;1;2;1;3;83
201400025523;14;1;9;1325;1;2;1;3;83
201400025524;14;1;9;1530;1;2;1;6;83
201400025525;14;1;10;1010;1;2;1;6;83
201400025526;14;1;10;2005;5;2;2;6;83
201400025528;14;1;13;1450;1;2;8;6;83
201400025529;14;1;14;805;5;2;1;6;83
201400025530;14;1;14;815;1;2;1;7;83
201400025531;14;1;14;1401;1;2;1;4;83
201400025534;14;1;16;1630;1;2;1;3;83
201400025535;14;1;17;2100;5;2;1;6;83
201400025536;14;1;18;1415;1;2;1;4;83
201400025537;14;1;18;1645;1;2;2;6;83
201400025538;14;1;18;1755;3;2;2;2;83
201400025539;14;1;18;1852;5;2;2;3;83
201400025540;14;1;18;2005;5;2;2;3;83
201400025542;14;1;20;1615;1;2;8;3;83
201400025544;14;1;20;2115;5;2;1;2;83
201400025545;14;1;21;500;5;2;1;7;83
201400025546;14;1;21;840;1;2;1;3;83
201400025548;14;1;22;1100;1;2;2;4;83
201400025549;14;1;23;1525;1;2;2;6;83
201400025550;14;1;24;810;5;2;2;3;83
201400025551;14;1;24;1201;1;2;2;6;83
201400025552;14;1;25;1440;1;2;1;2;83
201400025553;14;1;25;1530;1;2;1;2;83
201400025554;14;1;29;840;1;2;1;2;83
201400025555;14;1;29;1055;1;2;2;6;83
201400025556;14;1;30;1620;1;2;1;6;83
201400025558;14;1;31;1425;1;2;2;3;83
201400025559;14;1;31;1845;5;2;2;6;83
201400025560;14;1;31;1905;5;2;2;3;83
201400025561;14;2;1;355;5;2;2;6;83
201400025563;14;2;1;1018;1;2;1;6;83
201400025564;14;2;4;815;5;2;2;6;83
201400025566;14;2;4;2025;5;2;3;2;83
201400025567;14;2;5;840;1;2;1;2;84
201400025568;14;2;5;1735;1;2;8;6;84
201400025570;14;2;7;900;1;2;7;6;84
201400025571;14;2;9;1900;5;2;2;3;84
201400025572;14;2;9;2200;5;2;2;3;84
201400025573;14;2;10;1630;1;2;1;4;84
201400025574;14;2;11;835;1;2;1;6;84
201400025575;14;2;11;930;1;2;2;2;84
201400025578;14;2;13;1630;1;2;1;4;85
201400025579;14;2;13;1840;5;2;1;6;85
201400025580;14;2;14;815;1;2;3;6;85
201400025581;14;2;14;2320;5;2;2;6;85
201400025582;14;2;15;1235;1;2;1;3;85
201400025583;14;2;15;1615;1;2;7;6;85
201400025584;14;2;18;1255;1;2;1;3;85
201400025585;14;2;19;830;1;2;1;3;85
201400025586;14;2;21;1321;1;2;1;6;85
201400025587;14;2;21;1755;1;2;1;4;85
201400025589;14;2;24;2340;5;2;1;1;85
201400025590;14;2;26;830;1;2;1;7;85
201400025591;14;2;26;1555;1;2;1;4;85
201400025592;14;2;27;1350;1;2;2;2;85
201400025594;14;2;28;255;5;2;2;6;85
201400025595;14;2;28;1550;1;2;1;3;85
201400025596;14;2;28;1745;1;2;2;1;85
201400025597;14;3;2;715;4;2;1;6;85
201400025598;14;3;2;1945;5;2;3;6;85
201400025599;14;3;3;1528;1;1;1;7;85
201400025600;14;3;3;2055;5;2;3;1;85
201400025601;14;3;4;1130;1;2;1;3;85
201400025603;14;3;5;1630;1;2;1;2;85
201400025604;14;3;8;2215;5;2;1;3;85
201400025605;14;3;9;2100;5;2;1;3;85
201400025606;14;3;7;2330;5;2;1;6;85
201400025607;14;3;11;715;1;2;1;3;85
201400025608;14;3;11;1350;1;2;1;3;85
201400025609;14;3;11;1620;1;2;1;6;85
201400025610;14;3;13;820;1;2;1;6;85
201400025611;14;3;14;1440;1;2;1;6;85
201400025612;14;3;15;2225;5;2;1;6;85
201400025613;14;3;16;1445;1;2;1;7;85
201400025614;14;3;18;1120;1;2;1;6;85
201400025615;14;3;18;1200;1;2;1;6;85
201400025616;14;3;19;1950;4;2;1;7;85
201400025618;14;3;20;2350;5;2;1;6;85
201400025619;14;3;21;810;1;2;1;4;85
201400025621;14;3;27;755;1;2;2;6;85
201400025623;14;3;28;1410;1;2;2;4;85
201400025625;14;3;28;2000;1;2;1;3;85
201400025626;14;3;29;850;1;2;1;3;85
201400025628;14;3;31;950;1;1;1;2;85
201400025629;14;4;1;855;1;2;1;3;85
201400025630;14;4;1;1800;1;2;1;3;85
201400025631;14;4;2;1245;1;2;1;4;85
201400025632;14;4;3;725;3;2;3;6;85
201400025633;14;4;3;800;1;2;3;2;85
201400025634;14;4;3;1420;1;2;1;4;85
201400025635;14;4;4;1130;1;2;1;3;85
201400025636;14;4;4;1250;1;2;1;3;85
201400025638;14;4;4;1800;1;2;1;6;85
201400025641;14;4;8;925;1;2;1;3;85
201400025642;14;4;9;740;1;2;1;3;85
201400025646;14;4;10;2320;5;2;1;6;85
201400025648;14;4;13;150;5;2;1;2;85
201400025649;14;4;13;2055;1;1;1;6;85
201400025650;14;4;14;745;1;2;1;7;85
201400025651;14;4;14;1020;1;2;1;6;85
201400025652;14;4;14;2000;1;2;1;3;85
201400025656;14;4;16;1900;1;2;1;2;85
201400025657;14;4;16;1930;1;2;1;6;85
201400025659;14;4;17;1915;1;2;1;1;85
201400025660;14;4;18;1215;1;2;1;3;85
201400025661;14;4;19;1205;1;2;1;2;85
201400025664;14;4;23;1500;1;2;8;7;85
201400025665;14;4;25;1445;1;2;1;6;85
201400025666;14;4;25;1645;1;2;1;6;85
201400025667;14;4;26;1150;1;2;1;6;85
201400025668;14;4;26;1630;1;2;2;6;85
201400025669;14;4;30;30;3;2;2;6;85
201400025670;14;4;30;1530;1;2;1;3;85
201400025672;14;5;2;1630;1;2;1;6;85
201400025673;14;5;5;1415;1;2;1;4;85
201400025674;14;5;5;1440;1;2;1;2;85
201400025675;14;5;5;1700;1;2;1;6;85
201400025676;14;5;7;1350;1;2;1;6;85
201400025677;14;5;8;1234;1;2;8;6;85
201400025678;14;5;9;1815;1;2;1;1;85
201400025679;14;5;10;1140;1;2;2;7;85
201400025680;14;5;11;1810;1;2;1;3;85
201400025682;14;5;12;730;1;2;1;6;85
201400025683;14;5;11;1145;1;2;1;6;85
201400025685;14;5;13;1400;1;1;1;3;85
201400025686;14;5;13;1450;1;2;2;7;85
201400025689;14;5;18;1105;1;2;1;5;85
201400025692;14;5;21;2300;5;2;1;6;85
201400025693;14;5;22;1715;1;2;1;2;85
201400025696;14;5;23;1200;1;2;1;6;85
201400025697;14;5;23;1130;1;2;7;5;85
201400025699;14;5;26;1610;1;2;8;4;85
201400025700;14;5;26;1620;1;2;1;6;86
201400025701;14;5;26;1725;1;1;3;2;86
201400025702;14;5;27;1235;1;2;1;6;86
201400025703;14;5;27;1405;1;2;1;3;86
201400025704;14;5;27;1430;1;2;1;6;86
201400025705;14;5;28;1105;1;1;1;6;86
201400025706;14;5;28;1230;1;2;1;6;86
201400025707;14;5;28;1735;1;2;3;3;86
201400025708;14;5;28;1750;1;2;3;3;86
201400025709;14;5;29;1500;1;2;1;3;86
201400025710;14;5;29;2225;5;2;1;3;86
201400025711;14;5;30;1340;1;2;1;2;86
201400025712;14;5;31;2150;1;1;1;2;86
201400025713;14;6;3;1540;1;2;1;6;86
201400025714;14;6;4;920;1;2;1;6;86
201400025715;14;6;4;1725;1;2;1;3;86
201400025717;14;6;5;825;1;2;1;2;86
201400025718;14;6;5;1720;1;2;1;6;86
201400025719;14;6;6;910;1;2;1;2;86
201400025720;14;6;6;1325;1;2;1;6;86
201400025721;14;6;6;1700;1;2;1;6;86
201400025722;14;6;7;2325;5;2;1;3;86
201400025723;14;6;8;140;4;2;1;3;86
201400025724;14;6;9;1250;1;2;1;3;86
201400025725;14;6;9;1545;1;2;1;3;86
201400025726;14;6;10;1755;1;2;1;2;86
201400025727;14;6;10;1840;1;2;1;4;86
201400025728;14;6;10;2355;5;2;1;6;86
201400025729;14;6;11;825;1;2;1;3;86
201400025731;14;6;12;1830;1;2;1;4;86
201400025732;14;6;13;920;1;2;1;2;86
201400025733;14;6;13;900;1;2;1;2;86
201400025734;14;6;14;1730;1;2;1;2;86
201400025735;14;6;15;2025;1;2;1;3;86
201400025736;14;6;16;50;5;2;1;6;86
201400025737;14;6;16;820;1;2;1;7;86
201400025738;14;6;16;820;1;2;1;4;86
201400025739;14;6;16;1000;1;2;1;3;86
201400025740;14;6;16;1825;1;2;1;6;86
201400025741;14;6;17;1055;1;2;1;6;86
201400025743;14;6;18;1130;1;2;1;1;86
201400025745;14;6;20;1425;1;2;1;2;86
201400025747;14;6;22;130;5;2;1;5;86
201400025749;14;6;26;2000;1;2;1;7;86
201400025751;14;6;26;50;5;2;1;6;86
201400025754;14;6;27;1515;1;2;1;3;88
201400025755;14;6;27;1110;1;2;3;6;88
201400025756;14;6;28;1200;1;2;2;6;88
201400025758;14;6;30;800;1;2;1;7;88
201400025759;14;6;30;1445;1;2;1;3;88
201400025760;14;6;30;1820;1;1;2;3;88
201400025761;14;7;2;1505;1;2;1;3;88
201400025762;14;7;2;1805;1;2;1;2;88
201400025763;14;7;2;1920;1;2;1;1;88
201400025764;14;7;3;830;1;2;1;3;88
201400025765;14;7;3;1750;1;2;1;3;88
201400025766;14;7;3;1800;1;2;1;5;88
201400025767;14;7;3;2045;1;2;1;6;88
201400025768;14;7;4;815;1;2;1;2;88
201400025769;14;7;4;1745;1;2;1;4;88
201400025770;14;7;6;1;5;2;3;3;88
201400025771;14;7;6;2245;5;2;1;3;88
201400025772;14;7;7;755;1;2;1;3;88
201400025773;14;7;8;1925;1;2;1;6;88
201400025774;14;7;8;1830;1;2;1;6;88
201400025775;14;7;9;1215;1;2;1;3;88
201400025776;14;7;9;2245;5;2;1;3;88
201400025777;14;7;10;800;1;2;1;3;88
201400025778;14;7;10;1325;1;2;1;3;88
201400025779;14;7;10;1945;1;2;1;3;88
201400025780;14;7;13;2230;5;2;1;3;88
201400025781;14;7;13;2205;1;2;1;7;88
201400025782;14;7;15;820;1;2;1;3;88
201400025783;14;7;16;845;1;2;1;6;88
201400025784;14;7;16;2315;5;2;1;3;88
201400025785;14;7;17;1310;1;2;1;6;88
201400025786;14;7;18;1700;1;2;1;6;88
201400025788;14;7;20;425;5;2;1;6;88
201400025789;14;7;24;940;1;2;1;3;88
201400025790;14;7;25;1815;1;2;1;4;88
201400025791;14;7;25;1825;1;2;1;3;88
201400025792;14;7;26;200;5;2;1;7;88
201400025793;14;7;26;1130;1;2;1;6;88
201400025794;14;7;26;1355;1;2;1;3;88
201400025795;14;7;28;800;1;2;1;3;88
201400025796;14;7;28;1030;1;2;1;7;88
201400025797;14;7;28;1240;1;2;2;3;88
201400025798;14;7;28;1425;1;2;1;3;88
201400025799;14;7;28;1705;1;2;1;4;88
201400025800;14;7;28;2105;1;2;1;3;88
201400025801;14;7;29;845;1;2;1;3;88
201400025802;14;7;29;1735;1;2;1;6;88
201400025804;14;7;31;1630;1;2;1;3;88
201400025807;14;8;3;615;1;2;1;2;88
201400025808;14;8;3;1930;1;2;1;3;88
201400025810;14;8;8;1645;1;2;2;2;88
201400025811;14;8;10;950;1;2;2;6;88
201400025812;14;8;13;347;5;2;2;7;88
201400025814;14;8;13;1030;1;2;1;7;88
201400025816;14;8;13;1100;1;2;1;3;88
201400025817;14;8;19;910;1;2;1;3;88
201400025818;14;8;21;1055;1;2;1;6;88
201400025819;14;8;25;1720;1;2;3;2;88
201400025820;14;8;25;1630;1;2;3;4;88
201400025821;14;8;25;2000;1;2;3;3;88
201400025823;14;8;27;1835;1;2;1;7;88
201400025824;14;8;29;1510;1;1;1;3;88
201400025825;14;8;29;1945;1;2;1;2;88
201400025826;14;8;31;1440;1;2;1;6;88
201400025827;14;9;3;1030;1;2;1;2;89
201400025828;14;9;3;1120;1;2;1;3;89
201400025829;14;9;3;1355;1;2;1;6;89
201400025830;14;9;4;335;5;2;1;6;89
201400025831;14;9;4;1810;1;2;1;3;89
201400025832;14;9;5;40;3;2;1;6;89
201400025833;14;9;5;1020;1;2;1;6;89
201400025834;14;9;5;1800;1;2;1;7;89
201400025836;14;9;7;1210;1;2;1;7;89
201400025837;14;9;7;1800;1;2;1;3;89
201400025838;14;9;8;1830;1;2;1;7;89
201400025839;14;9;8;2000;5;2;1;3;89
201400025840;14;9;9;800;1;2;1;3;89
201400025841;14;9;9;815;1;2;1;3;89
201400025842;14;9;9;1425;1;2;1;4;89
201400025845;14;9;12;1610;1;2;1;3;89
201400025847;14;9;14;1150;1;2;1;3;89
201400025848;14;9;15;755;1;1;1;4;89
201400025849;14;9;15;1750;1;2;1;3;89
201400025850;14;9;16;900;1;2;1;7;89
201400025852;14;9;18;2047;1;2;1;3;89
201400025853;14;9;19;815;1;2;1;2;89
201400025854;14;9;19;1215;1;2;1;6;89
201400025855;14;9;19;1620;1;1;1;2;92
201400025856;14;9;20;1000;1;2;1;6;94
201400025857;14;9;25;1410;1;2;1;2;94
201400025858;14;9;25;1435;1;2;1;6;94
201400025859;14;9;25;1830;1;1;1;4;94
201400025861;14;9;26;1505;1;2;1;6;94
201400025862;14;9;29;1505;1;2;1;6;94
201400025863;14;9;26;1850;1;2;7;3;94
201400025864;14;9;27;1155;1;2;1;2;94
201400025865;14;9;30;839;1;1;5;4;94
201400025867;14;10;2;2100;5;2;1;6;94
201400025868;14;10;3;625;5;2;1;6;94
201400025869;14;10;3;815;1;2;1;2;94
201400025870;14;10;4;1500;1;2;3;7;94
201400025871;14;10;3;1220;1;2;1;6;94
201400025872;14;10;4;850;1;2;1;3;94
201400025873;14;10;4;1500;1;2;3;6;94
201400025874;14;10;4;1850;1;2;2;3;94
201400025875;14;10;4;1940;3;2;1;2;94
201400025876;14;10;5;1625;1;2;1;6;94
201400025877;14;10;5;1805;1;2;1;2;94
201400025878;14;10;6;1300;1;1;2;7;94
201400025879;14;10;7;2015;5;2;1;3;94
201400025880;14;10;7;2010;5;2;1;6;94
201400025881;14;10;8;840;1;1;1;7;94
201400025882;14;10;9;1400;1;2;2;3;94
201400025883;14;10;10;820;2;1;1;4;94
201400025884;14;10;10;1145;1;2;1;6;94
201400025885;14;10;11;1800;1;2;1;2;94
201400025886;14;10;11;1800;1;2;1;6;94
201400025887;14;10;13;835;1;2;1;3;94
201400025888;14;10;13;1350;1;2;1;6;94
201400025889;14;10;13;1420;1;2;8;3;94
201400025890;14;10;13;1715;1;2;1;4;94
201400025891;14;10;14;600;3;2;1;5;94
201400025892;14;10;14;2030;5;2;1;3;94
201400025893;14;10;15;845;1;1;2;3;94
201400025894;14;10;15;1935;2;2;2;6;94
201400025895;14;10;16;755;2;2;2;6;94
201400025896;14;10;16;850;1;2;1;6;94
201400025897;14;10;16;1820;1;2;1;3;94
201400025898;14;10;16;1810;1;2;2;3;94
201400025899;14;10;16;2145;5;2;3;3;94
201400025900;14;10;17;920;1;2;8;3;94
201400025901;14;10;18;345;3;1;1;2;94
201400025902;14;10;19;715;5;2;1;6;94
201400025903;14;10;19;1945;2;2;1;2;94
201400025904;14;10;20;1650;1;2;8;6;94
201400025905;14;10;20;2155;3;2;1;2;94
201400025906;14;10;21;2010;5;2;2;3;94
201400025907;14;10;22;750;5;2;8;3;94
